id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007753,otter creek,yes,yes,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,https://www.youtube.com/channel/UC9MNwMuigm3PeKHacwz2xQQ,WCJB TV20 News,"Your Local Station for North Central Florida News, Weather and Sports. For news tips, email tv20news@wcjb.com.",https://www.youtube.com/channel/UCnoDBN2eLiJamBbSpqKpN_Q,,,,,,,,,,,,,,,,,,
AT00007754,oviedo,yes,yes,Oviedo City Government,"The official Youtube Channel for the City of Oviedo, Florida.",https://www.youtube.com/channel/UCGHxkgcWYs3Ei6v-leDbqeA,Oviedo & Winter Springs TV,"Your inside look at local events and the community in Oviedo, Winter Springs, and surrounding areas in East Seminole County, ...",https://www.youtube.com/channel/UC5-BodM-DYgCXTvpHbwrKRQ,,,,,,,,,,,,,,,,,,
AT00007757,pahokee,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007759,palatka,yes,yes,City of Palatka Official Page,,https://www.youtube.com/channel/UCNDUY0RLNAYUGdKIK3tMXog,,,,,,,,,,,,,,,,,,,,,
AT00007760,palm bay,yes,yes,Palm Bay Florida,"The city of Palm Bay, Florida is home to more than 133000 residents and is considered among the safest cities in all of central ...",https://www.youtube.com/channel/UCmkFU-mJsajb_SK7sHPi2tQ,Palm Bay Live,"Palm Bay Live is an online news magazine offering news and information for the City of Palm Bay, Florida.",https://www.youtube.com/channel/UCVtH5223l4OUR2cxziRp1OA,Palm Bay Real Estate TV,"Palm Bay Real Estate TV is a channel that will keep you up to date with the latest real estate happenings in the city of Palm Bay, ...",https://www.youtube.com/channel/UCeHom7G6VI_tRK3hq7vLnZg,,,,,,,,,,,,,,,
AT00007761,palm beach,yes,yes,Preservation Foundation of Palm Beach,The Preservation Foundation of Palm Beach is dedicated to preserving the architectural and cultural heritage and the unique ...,https://www.youtube.com/channel/UCFPqq7L_aURrMj20VcWFwFw,LIVING IN PALM COAST FLORIDA,"HABLO ESPANOL Y INGLES!! Are you wondering what it is like to live in Palm Coast Florida? Well, this is the channel you need!",https://www.youtube.com/channel/UCztHD2BXMbQEKxaLQfdZDOg,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",https://www.youtube.com/channel/UCnMfkPwjPMtyJKjLO88GqwQ,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,
AT00007762,palm beach gardens,yes,yes,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",https://www.youtube.com/channel/UCnMfkPwjPMtyJKjLO88GqwQ,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,,,,,,,,,,,,,,,
AT00007764,palm city,yes,yes,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",https://www.youtube.com/channel/UCnMfkPwjPMtyJKjLO88GqwQ,,,,,,,,,,,,,,,
AT00007765,palm coast,yes,yes,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",https://www.youtube.com/channel/UCnMfkPwjPMtyJKjLO88GqwQ,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,,,,,,,,,,,,
AT00007766,palmetto,yes,yes,Palmetto Historical Park,The Palmetto Historical Park offers visitors the opportunity to learn about the history of Palmetto and the area on the north side of ...,https://www.youtube.com/channel/UCWQHvgugqCegPsVV9uCcadA,,,,,,,,,,,,,,,,,,,,,
AT00007767,palmetto bay village,yes,yes,Village of Pinecrest,"The official YouTube channel of the Village of Pinecrest. The Village of Pinecrest is nationally recognized as a Tree City USA, ...",https://www.youtube.com/channel/UCLqSJrWu6wkAPAxOzrED23A,,,,,,,,,,,,,,,,,,,,,
AT00007769,palm harbor,yes,yes,Palm Harbor,Palm Harbor Homes builds and sells one of the nation's best selling brands of manufactured homes and modular homes.,https://www.youtube.com/channel/UCkT_OrXhYOTbsoYxitdHhCA,,,,,,,,,,,,,,,,,,,,,
AT00007772,palm shores,yes,yes,Preservation Foundation of Palm Beach,The Preservation Foundation of Palm Beach is dedicated to preserving the architectural and cultural heritage and the unique ...,https://www.youtube.com/channel/UCFPqq7L_aURrMj20VcWFwFw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,City of Palm Beach Gardens,"This is the official YouTube channel for the City of Palm Beach Gardens, Florida, a Signature City which celebrates quality-of-life ...",https://www.youtube.com/channel/UCnMfkPwjPMtyJKjLO88GqwQ,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,
AT00007773,palm springs,yes,yes,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,Hipica TV,"La Transmisión Oficial en Español de Gulfstream Park, Santa Anita Park, Laurel Park, Pimlico, Pegasus World Cup y Preakness ...",https://www.youtube.com/channel/UCTgORvzgyWjxLUHhWQgALdg,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,
AT00007777,panama city,yes,yes,WMBB News 13,"WMBB News 13 News, Weather, Sports and more from across the Florida Panhandle. Located in Panama City, Florida.",https://www.youtube.com/channel/UCfnsWGN5thNUp_QKObM58bA,City of Panama City,"Welcome to the official YouTube channel for the City of Panama City, Florida. Here you will find the live stream of all public ...",https://www.youtube.com/channel/UCe0vli2WqcfOOGXhdYklz9Q,Lighthouse Baptist Church of Panama City FL,"Preaching the Glorious Gospel that leads to Heaven's Harbor Located in Panama City, FL, Lighthouse Baptist Church is a King ...",https://www.youtube.com/channel/UCUd4PljZ0BNT9fIr4NL0_4w,,,,,,,,,,,,,,,
AT00007778,panama city beach,yes,yes,First Baptist Panama City,"First Baptist Church Panama City, Fl. 640 Grace Ave. Panama City, FL. 32401 (850) 785-6146 Service times: Sunday Morning ...",https://www.youtube.com/channel/UCxzUlZ81Vfn29vax7ewuefQ,Beach TV - Panama City Beach,"Beach TV is just what it sounds like… a television station dedicated to the beach and beach lifestyle. Beautiful, warm, colorful ...",https://www.youtube.com/channel/UC9-7NK79k1yRDvY6w2QHw8w,WMBB News 13,"WMBB News 13 News, Weather, Sports and more from across the Florida Panhandle. Located in Panama City, Florida.",https://www.youtube.com/channel/UCfnsWGN5thNUp_QKObM58bA,,,,,,,,,,,,,,,
AT00007780,parker,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007781,parkland,yes,yes,Parkland Talk,"News, Views and Reviews for Parkland, Florida. www.ParklandTalk.com.",https://www.youtube.com/channel/UCYOhm1unNpEQK5yrS3ZjyhA,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City Of Parkland,,https://www.youtube.com/channel/UC3b-GMJkJEpjLSox-CJts5A,,,,,,,,,,,,,,,
AT00007788,pembroke park,yes,yes,Pembroke Pines Media,The City of Pembroke Pines provides local information and entertainment about Broward County's 2nd largest city through ...,https://www.youtube.com/channel/UC5C4-X_lLc_8dZ3pJzYRkZA,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,The Town of Pembroke Park,,https://www.youtube.com/channel/UC-W-rF_hcfNJAg8D2s6K1NA,Florida International University,Florida International University is a Top 50 public university that drives real talent and innovation in Miami and globally.,https://www.youtube.com/channel/UCP1V_1OlGaTqrqgRWSyh2Ow,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,
AT00007789,pembroke pines,yes,yes,Pembroke Pines Media,The City of Pembroke Pines provides local information and entertainment about Broward County's 2nd largest city through ...,https://www.youtube.com/channel/UC5C4-X_lLc_8dZ3pJzYRkZA,Town City Center Luxury Apartments,"Apartments impeccably located at 10700 City Center Boulevard in Pembroke Pines, Florida, 33025, you'll find the new, ...",https://www.youtube.com/channel/UCruB-pr4WDWaWr9mMOqCK3A,St. Mark Catholic Church,"Welcome to St. Mark Catholic Church's YouTube channel! We are located in Southwest Ranches, Florida, and are on a mission to ...",https://www.youtube.com/channel/UCGkYtTyRrr5FaXsK-GyKCaw,,,,,,,,,,,,,,,
AT00007790,penney farms,yes,yes,LIVING IN JACKSONVILLE FLORIDA,"This channel is all about living in Jacksonville, Florida, moving to Jacksonville Florida, and relocating to Jacksonville Florida.",https://www.youtube.com/channel/UCx2bGNY3hdcZ7LxlnbDZotw,Emanuel Missionary Baptist Church Jacksonville Fl,,https://www.youtube.com/channel/UCUd4trDBrK3NULbajzj59YA,,,,,,,,,,,,,,,,,,
AT00007791,pensacola,yes,yes,City of Pensacola,"The official YouTube channel for the City of Pensacola, Florida.",https://www.youtube.com/channel/UC0O_KSThofM9OjT__eEYkeQ,First City Pensacola,At First City we exist to lead people into a growing relationship with Jesus Christ. Our mission is to partner with people to know ...,https://www.youtube.com/channel/UCbTZ12Cu6DxdYqe69dNwKAg,,,,,,,,,,,,,,,,,,
AT00007792,perry,yes,yes,"City of Perry, Florida",,https://www.youtube.com/channel/UCyrP7iFkXExKHqFjc3nAbBA,,,,,,,,,,,,,,,,,,,,,
AT00007793,pierson,yes,yes,Town of Pierson,"Town of Pierson, Florida.",https://www.youtube.com/channel/UCdhpRs4ukUSvB8eGSKn1fYQ,Fruitland Peninsula Historical Society,"The Fruitland Peninsula Historical Society, based in Crescent City, Florida, was founded in 2010 to preserve and share the history ...",https://www.youtube.com/channel/UCNlNiwEJM9VLoXq7Q42Y3Sg,,,,,,,,,,,,,,,,,,
AT00007796,pinecrest village,yes,yes,Village of Pinecrest,"The official YouTube channel of the Village of Pinecrest. The Village of Pinecrest is nationally recognized as a Tree City USA, ...",https://www.youtube.com/channel/UCLqSJrWu6wkAPAxOzrED23A,,,,,,,,,,,,,,,,,,,,,
AT00007803,pinellas park,yes,yes,City of Pinellas Park,"Welcome to the YouTube channel for the city of Pinellas Park, Florida.",https://www.youtube.com/channel/UCTjLCSCpW0bhlK7ZhLV7MVg,Town of Kenneth City,"Kenneth City is a town in southern Pinellas County, Florida, between the cities of St. Petersburg and Pinellas Park, with a ...",https://www.youtube.com/channel/UCYRywTfSbAWyZvzRLviQhVA,"St. Petersburg, FL",,https://www.youtube.com/channel/UCAkNPf00JA9Ri0iKw7xFjPA,,,,,,,,,,,,,,,
AT00007807,pinewood,yes,yes,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,,,,,,,,,,,,
AT00007810,plantation,yes,yes,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,,,,,,,,,,,,,,,,,,,,,
AT00007814,plant city,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,City of Plant City Government,The official YouTube account for the City of Plant City.,https://www.youtube.com/channel/UC1gqU0211GQktDTpfUBpmNQ,Plant City Church of God,"Plant City Church of God is here to love God, connect people, and serve the world. Sundays 9:00am- Grow Classes 10:15am- ...",https://www.youtube.com/channel/UCB28M-ZWcxV3OxqNDKm76HQ,,,,,,,,,,,,,,,
AT00007817,polk,yes,yes,Discover Polk County Florida,"Welcome to ""Discover Polk County"" your channel for all things Polk County! We'll take you on a virtual tours of the different ...",https://www.youtube.com/channel/UCmjU7Y4VV9nhneoaX5CW2Xw,Polk County Fire Rescue Headquarters,Polk County Fire Rescue (PCFR) is a division of the Polk County Board of County Commissioners. PCFR provides fire ...,https://www.youtube.com/channel/UCgIiradKIQvysh6DZI7e2WQ,Polk Government,Polk County is a leading contributor to Florida's economy and politics. The county's location between the Tampa and Orlando ...,https://www.youtube.com/channel/UC288cyeF-MUbVY0RMSVYF4g,,,,,,,,,,,,,,,
AT00007818,pomona park,yes,yes,"City of Crescent City, Florida","Crescent City, FL is located between Two bodies of water, Crescent Lake lies to the east of the town and Lake Stella lies to the ...",https://www.youtube.com/channel/UCak1_v7UFM8nqIviX53nzaA,,,,,,,,,,,,,,,,,,,,,
AT00007819,pompano beach,yes,yes,City of Pompano Beach,Official YouTube Channel of the City of Pompano Beach. Take a moment to unwind and enjoy Florida's Warmest Welcome!,https://www.youtube.com/channel/UCRRccDqr0n4AwW1BJANi4jw,Around Town in Pompano Beach,"Thank you for joining me ""Around Town"" where we explore all the great spots and reasons why we love this community. I am a ...",https://www.youtube.com/channel/UCiOJnBIPnuajr379EN2EgJw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,,,,,,,,,,,,,,,
AT00007820,ponce de leon,yes,yes,See St Augustine,"A video guide of the Nation's Oldest City, St. Augustine, Florida. Hi, my name is Joe Mehm and I've been a resident of the St ...",https://www.youtube.com/channel/UCn-85XvIe4GenO_y303lFqQ,,,,,,,,,,,,,,,,,,,,,
AT00007821,ponce inlet,yes,yes,City of Palm Coast,Welcome to the official YouTube Channel of the City of Palm Coast - your all-in-one resource for everything Palm Coast. Here you ...,https://www.youtube.com/channel/UCutMtNq3Rm4NzsRYtNMHSAg,,,,,,,,,,,,,,,,,,,,,
AT00007824,port orange,yes,yes,Port Orange Government Television,,https://www.youtube.com/channel/UCTYNmc7tZVRrB2NH5-Oj7hg,,,,,,,,,,,,,,,,,,,,,
AT00007825,port richey,yes,yes,"City of New Port Richey, Florida","The City of New Port Richey, Florida, is proud to announce its newest channel titled, ""In the City."" This channel will highlight City ...",https://www.youtube.com/channel/UCDDZxCRoWh5rMmQuF8oS9ag,"New Port Richey, Florida","New Port Richey is a city in Pasco County, Florida, United States. It is a suburban city included in the Tampa-St.",https://www.youtube.com/channel/UCHuYQOv-m-w3w9Ag5Aa_BjQ,Bill Zeltman - New Port Richey Guru,The official YouTube page of New Port Richey's Official Town Guru Bill Zeltman. Contact Bill for all of your real estate needs in the ...,https://www.youtube.com/channel/UCdiMCzy-Z9NAE5xYWz7RGkg,,,,,,,,,,,,,,,
